"","site.name","Date","Q","LTER","remarks","Si"
"5425","GSWS09",1998-09-08,0.002,"AND",NA,11.19
"5426","GSWS09",1998-09-29,0.003,"AND",NA,9.24999999999999
"5427","GSWS09",1998-10-20,0.017,"AND",NA,9.83999999999999
"5428","GSWS09",1998-11-10,0.151,"AND",NA,9.28
"5429","GSWS09",1998-12-01,0.219,"AND",NA,7.65999999999999
"5430","GSWS09",1998-12-22,0.07,"AND",NA,7.98
"5431","GSWS09",1999-01-12,0.154,"AND",NA,8.03
"5432","GSWS09",1999-02-02,0.335,"AND",NA,8.48
"5433","GSWS09",1999-02-23,0.669,"AND",NA,8.34999999999999
"5434","GSWS09",1999-03-16,0.098,"AND",NA,8.63
"5435","GSWS09",1999-04-06,0.081,"AND",NA,9.08
"5436","GSWS09",1999-04-27,0.03,"AND",NA,9.30000000000001
"5437","GSWS09",1999-05-18,0.155,"AND",NA,8.79999999999999
"5438","GSWS09",1999-06-08,0.029,"AND",NA,9.56000000000001
"5439","GSWS09",1999-06-29,0.025,"AND",NA,10.38
"5440","GSWS09",1999-07-20,0.007,"AND",NA,10.71
"5441","GSWS09",1999-08-10,0.007,"AND",NA,11.14
"5442","GSWS09",1999-08-31,0.011,"AND",NA,11.27
"5443","GSWS09",1999-09-21,0.002,"AND",NA,10.9
"5444","GSWS09",1999-10-12,0.002,"AND",NA,10.77
"5445","GSWS09",1999-11-02,0.005,"AND",NA,10.19
"5446","GSWS09",1999-11-23,0.16,"AND",NA,8.89999999999999
"5447","GSWS09",1999-12-14,0.581,"AND",NA,7.45
"5448","GSWS09",2000-01-04,0.691,"AND",NA,8.53
"5449","GSWS09",2000-01-25,0.348,"AND",NA,8.35999999999999
"5450","GSWS09",2000-02-15,0.33,"AND",NA,8.77
"5451","GSWS09",2000-03-07,0.109,"AND",NA,8.71000000000001
"5452","GSWS09",2000-03-28,0.067,"AND",NA,8.79999999999999
"5453","GSWS09",2000-04-18,0.037,"AND",NA,9.73
"5454","GSWS09",2000-05-09,0.044,"AND",NA,9.59999999999999
"5455","GSWS09",2000-05-30,0.016,"AND",NA,9.27
"5456","GSWS09",2000-06-20,0.012,"AND",NA,9.93999999999999
"5457","GSWS09",2000-07-11,0.011,"AND",NA,10.61
"5458","GSWS09",2000-08-01,0.005,"AND",NA,10.91
"5459","GSWS09",2000-08-22,0.005,"AND",NA,11.07
"5460","GSWS09",2000-09-12,0.004,"AND",NA,10.85
"5461","GSWS09",2000-10-03,0.003,"AND",NA,10.94
"5462","GSWS09",2000-10-24,0.017,"AND",NA,10.35
"5463","GSWS09",2000-11-14,0.007,"AND",NA,9.16000000000001
"5464","GSWS09",2000-12-05,0.011,"AND",NA,8.63
"5465","GSWS09",2000-12-26,0.053,"AND",NA,7.53000000000001
"5466","GSWS09",2001-01-16,0.055,"AND",NA,8.00999999999999
"5467","GSWS09",2001-02-06,0.047,"AND",NA,7.83
"5468","GSWS09",2001-02-27,0.023,"AND",NA,8.04999999999999
"5469","GSWS09",2001-03-20,0.086,"AND",NA,7.88000000000001
"5470","GSWS09",2001-04-11,0.225,"AND",NA,7.94999999999999
"5471","GSWS09",2001-05-01,0.101,"AND",NA,8.29999999999999
"5472","GSWS09",2001-05-22,0.029,"AND",NA,8.47000000000001
"5473","GSWS09",2001-06-12,0.017,"AND",NA,9.59999999999999
"5474","GSWS09",2001-07-03,0.006,"AND",NA,10.08
"5475","GSWS09",2001-07-24,0.003,"AND",NA,10.46
"5476","GSWS09",2001-08-14,0.001,"AND",NA,10.61
"5477","GSWS09",2001-09-04,0.001,"AND",NA,10.95
"5478","GSWS09",2001-09-25,0.003,"AND",NA,10.67
"5479","GSWS09",2001-10-16,0.002,"AND",NA,10.11
"5480","GSWS09",2001-11-06,0.01,"AND",NA,8.93
"5481","GSWS09",2001-11-27,0.07,"AND",NA,7.99999999999999
"5482","GSWS09",2001-12-18,0.635,"AND",NA,7.28000000000001
"5483","GSWS09",2002-01-08,0.527,"AND",NA,8.29999999999999
"5484","GSWS09",2002-01-22,0.359,"AND",NA,8.29999999999999
"5485","GSWS09",2002-02-19,0.164,"AND",NA,8.62000000000001
"5486","GSWS09",2002-03-12,0.469,"AND",NA,8.68
"5487","GSWS09",2002-04-02,0.054,"AND",NA,8.76000000000001
"5488","GSWS09",2002-04-23,0.048,"AND",NA,8.93999999999999
"5489","GSWS09",2002-05-14,0.024,"AND",NA,9.34999999999999
"5490","GSWS09",2002-06-04,0.015,"AND",NA,10.32
"5491","GSWS09",2002-06-25,0.01,"AND",NA,10.56
"5492","GSWS09",2002-07-16,0.005,"AND",NA,11.26
"5493","GSWS09",2002-08-06,0.003,"AND",NA,11.5
"5494","GSWS09",2002-08-27,0.002,"AND",NA,11.53
"5495","GSWS09",2002-10-08,0.002,"AND",NA,10.92
"5496","GSWS09",2002-10-29,0.004,"AND",NA,10.41
"5497","GSWS09",2002-11-19,0.052,"AND",NA,8.83
"5498","GSWS09",2002-12-10,0.021,"AND",NA,8.79
"5499","GSWS09",2002-12-31,0.336,"AND",NA,7.38000000000001
"5500","GSWS09",2003-01-21,0.029,"AND",NA,7.80999999999999
"5501","GSWS09",2003-02-11,0.063,"AND",NA,7.89
"5502","GSWS09",2003-03-04,0.074,"AND",NA,8.58
"5503","GSWS09",2003-03-25,0.68,"AND",NA,8.34
"5504","GSWS09",2003-04-15,0.123,"AND",NA,8.93999999999999
"5505","GSWS09",2003-05-06,0.095,"AND",NA,9.09999999999999
"5506","GSWS09",2003-05-27,0.023,"AND",NA,9.78
"5507","GSWS09",2003-06-17,0.019,"AND",NA,10.81
"5508","GSWS09",2003-07-07,0.007,"AND",NA,10.85
"5509","GSWS09",2003-07-29,0.003,"AND",NA,11.52
"5510","GSWS09",2003-08-19,0.001,"AND",NA,11.71
"5511","GSWS09",2003-09-09,0.036,"AND",NA,11.66
"5512","GSWS09",2003-09-30,0.003,"AND",NA,11.04
"5513","GSWS09",2003-10-21,0.005,"AND",NA,10.52
"5514","GSWS09",2003-11-12,0.011,"AND",NA,9.88
"5515","GSWS09",2003-12-03,0.077,"AND",NA,7.97000000000001
"5516","GSWS09",2003-12-24,0.131,"AND",NA,7.55
"5517","GSWS09",2004-01-13,0.251,"AND",NA,7.74999999999999
"5518","GSWS09",2004-02-03,0.508,"AND",NA,8.19
"5519","GSWS09",2004-02-24,0.116,"AND",NA,8.68999999999999
"5520","GSWS09",2004-03-16,0.047,"AND",NA,9.03
"5521","GSWS09",2004-04-06,0.023,"AND",NA,9.88999999999999
"5522","GSWS09",2004-04-27,0.027,"AND",NA,9.26000000000001
"5523","GSWS09",2004-05-18,0.021,"AND",NA,10
"5524","GSWS09",2004-06-08,0.079,"AND",NA,9.46000000000001
"5525","GSWS09",2004-06-30,0.004,"AND",NA,10.16
"5526","GSWS09",2004-07-20,0.006,"AND",NA,10.94
"5527","GSWS09",2004-08-10,0.002,"AND",NA,11.47
"5528","GSWS09",2004-08-31,0.004,"AND",NA,11.42
"5529","GSWS09",2004-09-21,0.011,"AND",NA,10.75
"5530","GSWS09",2004-10-12,0.005,"AND",NA,10.46
"5531","GSWS09",2004-11-02,0.153,"AND",NA,9.48999999999999
"5532","GSWS09",2004-11-22,0.007,"AND",NA,8.91000000000001
"5533","GSWS09",2004-12-14,0.134,"AND",NA,7.90999999999999
"5534","GSWS09",2005-01-04,0.025,"AND",NA,8.44999999999999
"5535","GSWS09",2005-01-25,0.028,"AND",NA,8.19999999999999
"5536","GSWS09",2005-02-15,0.044,"AND",NA,8.42000000000001
"5537","GSWS09",2005-03-08,0.014,"AND",NA,8.64
"5538","GSWS09",2005-03-29,0.82,"AND",NA,8.29999999999999
"5539","GSWS09",2005-04-19,0.065,"AND",NA,8.59
"5540","GSWS09",2005-05-10,0.273,"AND",NA,9.48
"5541","GSWS09",2005-05-31,0.029,"AND",NA,9.17000000000001
"5542","GSWS09",2005-06-22,0.02,"AND",NA,9.87
"5543","GSWS09",2005-07-11,0.015,"AND",NA,10.68
"5544","GSWS09",2005-08-01,0.007,"AND",NA,11.25
"5545","GSWS09",2005-08-23,0.003,"AND",NA,11.47
"5546","GSWS09",2005-09-12,0.007,"AND",NA,11.35
"5547","GSWS09",2005-10-03,0.02,"AND",NA,10.76
"5548","GSWS09",2005-10-25,0.009,"AND",NA,10.39
"5549","GSWS09",2005-11-15,0.038,"AND",NA,8.52000000000001
"5550","GSWS09",2005-12-06,0.072,"AND",NA,8.00999999999999
"5551","GSWS09",2005-12-27,0.675,"AND",NA,8.09999999999999
"5552","GSWS09",2006-01-19,0.686,"AND",NA,7.99999999999999
"5553","GSWS09",2006-02-07,0.239,"AND",NA,8.61000000000001
"5554","GSWS09",2006-02-27,0.107,"AND",NA,9.77
"5555","GSWS09",2006-03-20,0.091,"AND",NA,8.63
"5556","GSWS09",2006-04-11,0.059,"AND",NA,9.06000000000001
"5557","GSWS09",2006-05-02,0.028,"AND",NA,9.43999999999999
"5558","GSWS09",2006-05-24,0.026,"AND",NA,10.57
"5559","GSWS09",2006-06-13,0.015,"AND",NA,9.96000000000001
"5560","GSWS09",2006-07-05,0.01,"AND",NA,10.9
"5561","GSWS09",2006-07-24,0.003,"AND",NA,11.11
"5562","GSWS09",2006-08-15,0.002,"AND",NA,11.36
"5563","GSWS09",2006-09-05,0.001,"AND",NA,11.52
"5564","GSWS09",2006-09-25,0.002,"AND",NA,11.09
"5565","GSWS09",2006-10-17,0.006,"AND",NA,10.7
"5566","GSWS09",2006-11-06,0.088,"AND",NA,9.58
"5567","GSWS09",2006-11-27,0.307,"AND",NA,7.79
"5568","GSWS09",2006-12-19,0.118,"AND",NA,8.02000000000001
"5569","GSWS09",2007-01-09,0.485,"AND",NA,8.29999999999999
"5570","GSWS09",2007-01-30,0.049,"AND",NA,9.66000000000001
"5571","GSWS09",2007-02-20,0.407,"AND",NA,8.83
"5572","GSWS09",2007-03-13,0.155,"AND",NA,8.99999999999999
"5573","GSWS09",2007-04-03,0.042,"AND",NA,9.78999999999999
"5574","GSWS09",2007-04-24,0.046,"AND",NA,9.70000000000001
"5575","GSWS09",2007-05-15,0.017,"AND",NA,10.1
"5576","GSWS09",2007-06-04,0.011,"AND",NA,10.71
"5577","GSWS09",2007-06-28,0.01,"AND",NA,11.02
"5578","GSWS09",2007-07-17,0.005,"AND",NA,11.7
"5579","GSWS09",2007-08-07,0.002,"AND",NA,11.86
"5580","GSWS09",2007-08-28,0.002,"AND",NA,12.28
"5581","GSWS09",2007-09-19,0.001,"AND",NA,12.38
"5582","GSWS09",2007-10-10,0.008,"AND",NA,10.82
"5583","GSWS09",2007-10-30,0.013,"AND",NA,8.89999999999999
"5584","GSWS09",2007-11-20,0.256,"AND",NA,8.53
"5585","GSWS09",2007-12-11,0.056,"AND",NA,8.19999999999999
"5586","GSWS09",2008-01-02,0.183,"AND",NA,8.14
"5587","GSWS09",2008-01-22,0.133,"AND",NA,8.58
"5588","GSWS09",2008-02-14,0.333,"AND",NA,7.99999999999999
"5589","GSWS09",2008-03-04,0.11,"AND",NA,9.22
"5590","GSWS09",2008-03-25,0.155,"AND",NA,8.24999999999999
"5591","GSWS09",2008-04-15,0.076,"AND",NA,8.68
"5592","GSWS09",2008-05-07,0.057,"AND",NA,8.81000000000001
"5593","GSWS09",2008-05-27,0.028,"AND",NA,9.76000000000001
"5594","GSWS09",2008-06-16,0.022,"AND",NA,9.38
"5595","GSWS09",2008-07-07,0.046,"AND",NA,10.39
"5596","GSWS09",2008-07-30,0.006,"AND",NA,10.86
"5597","GSWS09",2008-08-20,0.014,"AND",NA,10.79
"5598","GSWS09",2008-09-09,0.002,"AND",NA,10.84
"5599","GSWS09",2008-10-01,0.001,"AND",NA,10.46
"5600","GSWS09",2008-10-21,0.007,"AND",NA,10.04
"5601","GSWS09",2008-11-12,0.393,"AND",NA,8.89999999999999
"5602","GSWS09",2008-12-01,0.017,"AND",NA,8.22000000000001
"5603","GSWS09",2008-12-22,0.312,"AND",NA,8.02000000000001
"5604","GSWS09",2009-01-13,0.193,"AND",NA,8.13
"5605","GSWS09",2009-02-03,0.039,"AND",NA,9.32
"5606","GSWS09",2009-02-24,0.162,"AND",NA,8.83
"5607","GSWS09",2009-03-17,0.364,"AND",NA,7.83
"5608","GSWS09",2009-04-07,0.142,"AND",NA,8.24999999999999
"5609","GSWS09",2009-04-28,0.037,"AND",NA,9.13999999999999
"5610","GSWS09",2009-05-21,0.026,"AND",NA,8.66000000000001
"5611","GSWS09",2009-06-08,0.013,"AND",NA,10.27
"5612","GSWS09",2009-06-30,0.012,"AND",NA,10.4
"5613","GSWS09",2009-07-21,0.007,"AND",NA,10.87
"5614","GSWS09",2009-08-10,0.004,"AND",NA,11.26
"5615","GSWS09",2009-09-02,0.002,"AND",NA,11.13
"5616","GSWS09",2009-09-22,0.001,"AND",NA,10.96
"5617","GSWS09",2009-10-14,0.016,"AND",NA,10.45
"5618","GSWS09",2009-11-03,0.012,"AND",NA,9.41000000000001
"5619","GSWS09",2009-11-24,0.051,"AND",NA,7.77000000000001
"5620","GSWS09",2009-12-16,0.54,"AND",NA,7.72000000000001
"5621","GSWS09",2010-01-05,0.258,"AND",NA,7.29
"5622","GSWS09",2010-01-26,0.149,"AND",NA,7.99
"5623","GSWS09",2010-02-16,0.115,"AND",NA,8.44
"5624","GSWS09",2010-03-08,0.039,"AND",NA,8.54
"5625","GSWS09",2010-03-31,0.317,"AND",NA,8.29
"5626","GSWS09",2010-04-21,0.056,"AND",NA,8.44999999999999
"5627","GSWS09",2010-05-11,0.051,"AND",NA,8.74
"5628","GSWS09",2010-06-01,0.038,"AND",NA,9.02
"5629","GSWS09",2010-06-22,0.04,"AND",NA,8.54999999999999
"5630","GSWS09",2010-07-13,0.02,"AND",NA,10.63
"5631","GSWS09",2010-08-03,0.01,"AND",NA,10.94
"5632","GSWS09",2010-08-23,0.005,"AND",NA,11.37
"5633","GSWS09",2010-09-14,0.005,"AND",NA,10.96
"5634","GSWS09",2010-10-05,0.005,"AND",NA,10.21
"5635","GSWS09",2010-10-25,0.255,"AND",NA,9.92999999999999
"5636","GSWS09",2010-11-17,0.071,"AND",NA,8.19
"5637","GSWS09",2010-12-07,0.101,"AND",NA,7.55999999999999
"5638","GSWS09",2010-12-28,1.283,"AND",NA,7.92000000000001
"5639","GSWS09",2011-01-20,0.319,"AND",NA,8.08
"5640","GSWS09",2011-02-09,0.046,"AND",NA,9.56000000000001
"5641","GSWS09",2011-03-01,0.313,"AND",NA,8.44
"5642","GSWS09",2011-03-23,0.139,"AND",NA,8.22000000000001
"5643","GSWS09",2011-04-13,0.118,"AND",NA,8.44
"5644","GSWS09",2011-05-02,0.097,"AND",NA,8.57000000000001
"5645","GSWS09",2011-05-25,0.05,"AND",NA,9.59999999999999
"5646","GSWS09",2011-06-14,0.026,"AND",NA,9.03999999999999
"5647","GSWS09",2011-07-05,0.017,"AND",NA,10.29
"5648","GSWS09",2011-07-26,0.011,"AND",NA,10.69
"5649","GSWS09",2011-08-15,0.008,"AND",NA,11.04
"5650","GSWS09",2011-09-06,0.003,"AND",NA,11.04
"5651","GSWS09",2011-09-27,0.004,"AND",NA,11.29
"5652","GSWS09",2011-10-18,0.002,"AND",NA,10.62
"5653","GSWS09",2011-11-08,0.003,"AND",NA,10.11
"5654","GSWS09",2011-11-29,0.018,"AND",NA,8.53
"5655","GSWS09",2011-12-20,0.003,"AND",NA,8.41000000000001
"5656","GSWS09",2012-01-10,0.017,"AND",NA,7.50999999999999
"5657","GSWS09",2012-01-31,0.22,"AND",NA,7.47000000000001
"5658","GSWS09",2012-02-21,0.505,"AND",NA,8.86000000000001
"5659","GSWS09",2012-03-11,0.232,"AND",NA,8.49
"5660","GSWS09",2012-04-02,0.475,"AND",NA,8.39
"5661","GSWS09",2012-04-24,0.107,"AND",NA,9.21000000000001
"5662","GSWS09",2012-05-15,0.031,"AND",NA,9.37
"5663","GSWS09",2012-06-05,0.153,"AND",NA,10
"5664","GSWS09",2012-06-27,0.025,"AND",NA,9.68
"5665","GSWS09",2012-07-18,0.014,"AND",NA,10.63
"5666","GSWS09",2012-08-07,0.006,"AND",NA,11.12
"5667","GSWS09",2012-08-28,0.004,"AND",NA,11.28
"5668","GSWS09",2012-09-18,0.002,"AND",NA,11.21
"5669","GSWS09",2012-10-08,0.002,"AND",NA,11.05
"5670","GSWS09",2012-10-29,0.351,"AND",NA,9.22
"5671","GSWS09",2012-11-19,0.243,"AND",NA,8.37000000000001
"5672","GSWS09",2012-12-12,0.254,"AND",NA,7.77000000000001
"5673","GSWS09",2013-01-01,0.151,"AND",NA,8.29999999999999
"5674","GSWS09",2013-01-23,0.053,"AND",NA,8.99999999999999
"5675","GSWS09",2013-02-13,0.061,"AND",NA,8.87000000000001
"5676","GSWS09",2013-03-06,0.149,"AND",NA,8.78
"5677","GSWS09",2013-03-26,0.049,"AND",NA,9.18999999999999
"5678","GSWS09",2013-04-15,0.059,"AND",NA,9.16000000000001
"5679","GSWS09",2013-05-07,0.02,"AND",NA,9.33999999999999
"5680","GSWS09",2013-05-29,0.084,"AND",NA,9.87
"5681","GSWS09",2013-06-18,0.014,"AND",NA,9.92999999999999
"5682","GSWS09",2013-07-09,0.008,"AND",NA,10.8
"5683","GSWS09",2013-07-30,0.004,"AND",NA,11.2
"5684","GSWS09",2013-08-20,0.002,"AND",NA,11.17
"5685","GSWS09",2013-09-11,0.002,"AND",NA,11.18
"5686","GSWS09",2013-10-01,0.113,"AND",NA,10.19
"5687","GSWS09",2013-10-21,0.004,"AND",NA,9.07000000000001
"5688","GSWS09",2013-11-12,0.016,"AND",NA,9.07000000000001
"5689","GSWS09",2013-12-04,0.057,"AND",NA,8.05999999999999
"5690","GSWS09",2013-12-23,0.076,"AND",NA,8.00999999999999
"5691","GSWS09",2014-01-14,0.115,"AND",NA,7.94
"5692","GSWS09",2014-02-04,0.033,"AND",NA,8.19999999999999
"5693","GSWS09",2014-02-24,0.211,"AND",NA,7.92000000000001
"5694","GSWS09",2014-03-18,0.165,"AND",NA,8.51000000000001
"5695","GSWS09",2014-04-08,0.158,"AND",NA,8.57000000000001
"5696","GSWS09",2014-04-29,0.131,"AND",NA,9.11000000000001
"5697","GSWS09",2014-05-21,0.05,"AND",NA,9.24999999999999
"5698","GSWS09",2014-06-10,0.018,"AND",NA,10.1
"5699","GSWS09",2014-07-01,0.013,"AND",NA,10.46
"5700","GSWS09",2014-07-22,0.009,"AND",NA,11.16
"5701","GSWS09",2014-08-13,0.005,"AND",NA,11.2
"5702","GSWS09",2014-09-02,0.002,"AND",NA,11.21
"5703","GSWS09",2014-09-23,0.001,"AND",NA,11.09
"5704","GSWS09",2014-10-15,0.034,"AND",NA,10.6
"5705","GSWS09",2014-11-05,0.081,"AND",NA,9.16000000000001
"5706","GSWS09",2014-11-25,0.133,"AND",NA,7.80999999999999
"5707","GSWS09",2014-12-16,0.043,"AND",NA,7.85999999999999
"5708","GSWS09",2015-01-07,0.093,"AND",NA,8.39
"5709","GSWS09",2015-01-27,0.059,"AND",NA,8.68999999999999
"5710","GSWS09",2015-02-18,0.055,"AND",NA,8.77
"5711","GSWS09",2015-03-10,0.024,"AND",NA,9.52
"5712","GSWS09",2015-03-31,0.048,"AND",NA,9.14999999999999
"5713","GSWS09",2015-04-21,0.017,"AND",NA,8.79
"5714","GSWS09",2015-05-12,0.016,"AND",NA,9.43999999999999
"5715","GSWS09",2015-06-04,0.009,"AND",NA,10.07
"5716","GSWS09",2015-06-23,0.006,"AND",NA,10.59
"5717","GSWS09",2015-07-15,0.002,"AND",NA,11.02
"5718","GSWS09",2015-08-03,0,"AND",NA,11.2
"5719","GSWS09",2015-08-25,0,"AND",NA,11.51
"5720","GSWS09",2015-09-15,0.001,"AND",NA,10.75
"5721","GSWS09",2015-10-07,0.002,"AND",NA,10.08
"5722","GSWS09",2015-10-28,0.008,"AND",NA,10.21
"5723","GSWS09",2015-11-18,0.224,"AND",NA,8.78
"5724","GSWS09",2015-12-08,0.258,"AND",NA,7.45999999999999
"5725","GSWS09",2015-12-29,0.207,"AND",NA,7.65999999999999
"5726","GSWS09",2016-01-19,0.685,"AND",NA,8.29999999999999
"5727","GSWS09",2016-02-09,0.114,"AND",NA,8.47000000000001
"5728","GSWS09",2016-03-01,0.142,"AND",NA,8.79
"5729","GSWS09",2016-03-23,0.204,"AND",NA,8.37000000000001
"5730","GSWS09",2016-04-13,0.047,"AND",NA,9.55000000000001
"5731","GSWS09",2016-05-03,0.024,"AND",NA,9.31000000000001
"5732","GSWS09",2016-05-24,0.013,"AND",NA,10.07
"5733","GSWS09",2016-06-14,0.015,"AND",NA,10.58
"5734","GSWS09",2016-07-05,0.004,"AND",NA,10.71
"5735","GSWS09",2016-07-26,0.002,"AND",NA,10.52
"5736","GSWS09",2016-08-16,0,"AND",NA,10.7
"5737","GSWS09",2016-09-06,0.001,"AND",NA,10.78
"5738","GSWS09",2016-09-27,0.003,"AND",NA,10.24
"5739","GSWS09",2016-10-18,0.538,"AND",NA,9.19999999999999
"5740","GSWS09",2016-11-09,0.014,"AND",NA,8.29999999999999
"5741","GSWS09",2016-11-29,0.25,"AND",NA,8.29
"5742","GSWS09",2016-12-20,1.074,"AND",NA,7.78
"5743","GSWS09",2017-01-10,0.52,"AND",NA,7.99
"5744","GSWS09",2017-01-31,0.067,"AND",NA,8.19
"5745","GSWS09",2017-02-21,0.677,"AND",NA,7.94
"5746","GSWS09",2017-03-14,0.26,"AND",NA,8.00999999999999
"5747","GSWS09",2017-04-04,0.142,"AND",NA,8.44999999999999
"5748","GSWS09",2017-04-25,0.346,"AND",NA,8.91000000000001
"5749","GSWS09",2017-05-16,0.297,"AND",NA,9.08999999999999
"5750","GSWS09",2017-06-06,0.019,"AND",NA,9.78999999999999
"5751","GSWS09",2017-06-27,0.016,"AND",NA,10.5
"5752","GSWS09",2017-07-19,0.007,"AND",NA,11.15
"5753","GSWS09",2017-08-08,0.003,"AND",NA,11.79
"5754","GSWS09",2017-08-29,0.001,"AND",NA,11.44
"5755","GSWS09",2017-09-21,0.063,"AND",NA,10.98
"5756","GSWS09",2017-10-11,0.007,"AND",NA,9.73
"5757","GSWS09",2017-10-31,0.01,"AND",NA,7.79
"5758","GSWS09",2017-11-20,0.703,"AND",NA,7.59
"5759","GSWS09",2017-12-12,0.03,"AND",NA,8.22000000000001
"5760","GSWS09",2018-01-02,0.072,"AND",NA,8.57000000000001
"5761","GSWS09",2018-01-24,0.582,"AND",NA,8.49
"5762","GSWS09",2018-02-13,0.047,"AND",NA,8.67000000000001
"5763","GSWS09",2018-03-05,0.163,"AND",NA,8.21000000000001
"5764","GSWS09",2018-03-27,0.091,"AND",NA,9.21000000000001
"5765","GSWS09",2018-04-17,0.305,"AND",NA,9.21000000000001
"5766","GSWS09",2018-05-08,0.026,"AND",NA,9.96000000000001
"5767","GSWS09",2018-05-29,0.01,"AND",NA,10.76
"5768","GSWS09",2018-06-19,0.007,"AND",NA,10.86
"5769","GSWS09",2018-07-12,0.005,"AND",NA,11.58
"5770","GSWS09",2018-07-31,0.001,"AND",NA,12
"5771","GSWS09",2018-08-22,0,"AND",NA,12.36
"5772","GSWS09",2018-09-11,0.001,"AND",NA,11.4
"5773","GSWS09",2018-10-03,0.002,"AND",NA,11.3
"5774","GSWS09",2018-10-24,0.003,"AND",NA,11
"5775","GSWS09",2018-11-13,0.002,"AND",NA,9.76000000000001
"5776","GSWS09",2018-12-04,0.027,"AND",NA,8.69999999999999
"5777","GSWS09",2018-12-28,0.118,"AND",NA,7.70999999999999
"5778","GSWS09",2019-01-16,0.018,"AND",NA,8.09
"5779","GSWS09",2019-02-06,0.035,"AND",NA,8.46000000000001
"5780","GSWS09",2019-02-28,0.12,"AND",NA,8.25999999999999
"5781","GSWS09",2019-03-19,0.116,"AND",NA,8.31000000000001
"5782","GSWS09",2019-04-09,1.099,"AND",NA,8.67000000000001
"5783","GSWS09",2019-05-01,0.038,"AND",NA,9.32
"5784","GSWS09",2019-05-21,0.016,"AND",NA,10.8
"5785","GSWS10",1983-01-13,0.182,"AND",NA,5.25
"5786","GSWS10",1983-02-03,0.118,"AND",NA,8.18
"5787","GSWS10",1983-02-24,0.319,"AND",NA,6.93000000000001
"5788","GSWS10",1983-03-17,0.242,"AND",NA,8.62000000000001
"5789","GSWS10",1983-04-07,0.172,"AND",NA,7.85999999999999
"5790","GSWS10",1983-04-26,0.051,"AND",NA,9.34999999999999
"5791","GSWS10",1983-05-19,0.111,"AND",NA,8.88
"5792","GSWS10",1983-06-07,0.032,"AND",NA,10.37
"5793","GSWS10",1983-06-28,0.021,"AND",NA,9.91000000000001
"5794","GSWS10",1983-07-20,0.024,"AND",NA,9.67
"5795","GSWS10",1983-08-10,0.012,"AND",NA,10.1
"5796","GSWS10",1983-08-30,0.022,"AND",NA,10.11
"5797","GSWS10",1983-09-21,0.009,"AND",NA,9.55000000000001
"5798","GSWS10",1983-10-12,0.007,"AND",NA,9.58999999999999
"5799","GSWS10",1983-11-02,0.075,"AND",NA,8.97000000000001
"5800","GSWS10",1983-11-22,0.347,"AND",NA,10.52
"5801","GSWS10",1983-12-15,1.257,"AND",NA,8.78
"5802","GSWS10",1984-01-05,0.374,"AND",NA,9.16000000000001
"5803","GSWS10",1984-01-26,0.505,"AND",NA,9.46000000000001
"5804","GSWS10",1984-02-15,0.681,"AND",NA,8.97000000000001
"5805","GSWS10",1984-03-07,0.122,"AND",NA,9.63999999999999
"5806","GSWS10",1984-03-28,0.331,"AND",NA,9.22
"5807","GSWS10",1984-04-19,0.185,"AND",NA,9.81000000000001
"5808","GSWS10",1984-05-09,0.125,"AND",NA,9.53999999999999
"5809","GSWS10",1984-05-30,0.106,"AND",NA,10.07
"5810","GSWS10",1984-06-19,0.062,"AND",NA,9.83
"5811","GSWS10",1984-07-12,0.028,"AND",NA,10.16
"5812","GSWS10",1984-08-01,0.015,"AND",NA,9.98999999999999
"5813","GSWS10",1984-08-21,0.01,"AND",NA,10.17
"5814","GSWS10",1984-09-12,0.009,"AND",NA,10.18
"5815","GSWS10",1984-10-04,0.009,"AND",NA,9.77
"5816","GSWS10",1984-10-25,0.073,"AND",NA,9.04999999999999
"5817","GSWS10",1984-11-14,0.734,"AND",NA,8.52000000000001
"5818","GSWS10",1984-12-05,0.167,"AND",NA,9.16000000000001
"5819","GSWS10",1984-12-26,0.17,"AND",NA,9.57
"5820","GSWS10",1985-01-17,0.077,"AND",NA,10.06
"5821","GSWS10",1985-02-06,0.042,"AND",NA,9.48999999999999
"5822","GSWS10",1985-02-27,0.147,"AND",NA,8.73
"5823","GSWS10",1985-03-20,0.055,"AND",NA,9.98999999999999
"5824","GSWS10",1985-04-11,0.078,"AND",NA,9.55000000000001
"5825","GSWS10",1985-05-01,0.078,"AND",NA,10.27
"5826","GSWS10",1985-05-23,0.029,"AND",NA,10.3
"5827","GSWS10",1985-06-13,0.045,"AND",NA,10.4
"5828","GSWS10",1985-07-09,0.011,"AND",NA,11.06
"5829","GSWS10",1985-07-31,0.016,"AND",NA,11.42
"5830","GSWS10",1985-09-12,0.009,"AND",NA,9.88
"5831","GSWS10",1985-10-02,0.005,"AND",NA,9.92999999999999
"5832","GSWS10",1985-10-23,0.545,"AND",NA,9.18
"5833","GSWS10",1985-11-15,0.61,"AND",NA,7.73
"5834","GSWS10",1985-12-05,0.321,"AND",NA,8.89999999999999
"5835","GSWS10",1985-12-17,0.083,"AND",NA,8.83
"5836","GSWS10",1986-01-16,0.795,"AND",NA,9.23999999999999
"5837","GSWS10",1986-02-05,0.448,"AND",NA,8.96000000000001
"5838","GSWS10",1986-02-27,0.334,"AND",NA,9.98
"5839","GSWS10",1986-03-19,0.1,"AND",NA,10.16
"5840","GSWS10",1986-04-09,0.03,"AND",NA,10.24
